Id,Income_base_type,Credit_purpose,Insurance_flag,DTI,Sex,Full_age_child_number,Education,Empl_type,Empl_size,Period_at_work,age,Empl_property,Empl_form,Family_status,Max_90_days,Avg_num_delay,If_zalog,Num_account_active_180,Active_to_all_prc,Num_account_active_all,Num_account_closed,Sum_of_paym_months,All_credits,Active_not_cc,Own_closed,Min_mnth_after_loan,Max_mnth_after_loan,Dlq_exist,Ninety_vintage
1155,Поступление зарплаты на счет,Ремонт,1.0,0.44,женский,0,среднее,вспомогательный персонал,>250,14.0,26.0,Торговля,ЗАО,холост / не замужем,2.0,0.0,0.0,0.0,0.5,1.0,1.0,13.0,2.0,0.0,0.0,8.0,11.0,0.0,0.0
1156,Поступление зарплаты на счет,Покупка мебели,0.0,0.14,женский,0,незаконченное высшее,вспомогательный персонал,>250,68.0,35.0,Торговля,ЗАО,разведен / разведена,5.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,3.0,0.0,2.0,5.0,16.0,0.0,0.0
1157,Поступление зарплаты на счет,Другое,0.0,0.45,мужской,0,незаконченное высшее,специалист,>=50,,,,,,,,,,,,,,,,,,,,
1158,2НДФЛ,Другое,0.0,0.43,мужской,2,высшее,вспомогательный персонал,>=200,,,,,,,,,,,,,,,,,,,,
1159,2НДФЛ,Ремонт,0.0,0.26,мужской,0,высшее,менеджер высшего звена,>250,95.0,55.0,Другое,ОАО,женат / замужем,,,,,,,,,,,,,,,
1160,Поступление зарплаты на счет,Ремонт,1.0,0.41,женский,1,высшее,специалист,>250,62.0,30.0,Наука,,,,,,,,,,,,,,,,,
1161,Поступление зарплаты на счет,Покупка автомобиля,1.0,0.23,мужской,0,высшее,специалист,>250,61.0,34.0,Производство,,,,,,,,,,,,,,,,,
1162,Поступление зарплаты на счет,Отпуск,1.0,0.49,женский,0,Высшее/Второе высшее/Ученая степень,специалист,>250,12.0,25.0,Транспорт,,,,,,,,,,,,,,,,,
1163,Форма банка (без печати работодателя),Ремонт,0.0,0.27,женский,0,среднее-специальное,вспомогательный персонал,>250,379.0,51.0,Транспорт,,,,,,,,,,,,,,,,,
1164,Форма банка (без печати работодателя),Лечение,0.0,0.44,женский,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>=100,,,,,,,,,,,,,,,,,,,,
1165,Поступление зарплаты на счет,Ремонт,1.0,0.24,мужской,0,высшее,специалист,>100,,,,,,,,,,,,,,,,,,,,
1166,Поступление зарплаты на счет,Покупка автомобиля,0.0,0.26,женский,1,высшее,специалист,>250,13.0,35.0,Торговля,ООО,холост / не замужем,0.0,0.045977011500000005,0.0,1.0,0.4,2.0,3.0,83.0,5.0,0.0,0.0,3.0,35.0,1.0,0.0
1167,Форма банка (без печати работодателя),Ремонт,0.0,0.32,женский,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>250,103.0,26.0,Финансы,,,,,,,,,,,,,,,,,
1168,Поступление зарплаты на счет,Ремонт,1.0,0.28,мужской,0,высшее,вспомогательный персонал,>250,8.0,29.0,Торговля,ЗАО,холост / не замужем,0.0,0.0192307692,1.0,0.0,0.25,1.0,3.0,51.0,4.0,0.0,0.0,38.0,74.0,1.0,0.0
1169,Поступление зарплаты на счет,Ремонт,1.0,0.33,мужской,0,высшее,менеджер по продажам,>250,19.0,39.0,Производство,,,,,,,,,,,,,,,,,
1170,Форма банка (без печати работодателя),Покупка автомобиля,1.0,0.19,мужской,1,среднее-специальное,вспомогательный персонал,>250,119.0,36.0,Торговля,ОАО,женат / замужем,3.0,0.0088495575,1.0,0.0,0.0,0.0,11.0,112.0,11.0,0.0,1.0,29.0,83.0,1.0,0.0
1171,Форма банка (без печати работодателя),Ремонт,1.0,0.47,женский,0,высшее,менеджер среднего звена,>=50,,,,,,,,,,,,,,,,,,,,
1172,Поступление зарплаты на счет,Ремонт,1.0,0.13,мужской,1,высшее,рабочий,>=200,,,,,,,,,,,,,,,,,,,,
1173,Свободная форма с печатью работодателя,Покупка недвижимости/ строительство,1.0,0.49,мужской,0,среднее-специальное,торговый представитель,>100,,,,,,,,,,,,,,,,,,,,
1174,Форма банка (без печати работодателя),Ремонт,0.0,0.4,мужской,1,Высшее/Второе высшее/Ученая степень,рабочий,>250,82.0,32.0,Производство,,,,,,,,,,,,,,,,,
1175,Поступление зарплаты на счет,Лечение,0.0,0.55,женский,0,Высшее/Второе высшее/Ученая степень,специалист,>250,177.0,56.0,Другое,ООО,холост / не замужем,0.0,0.0641025641,0.0,0.0,0.125,1.0,7.0,146.0,8.0,1.0,0.0,6.0,83.0,1.0,0.0
1176,2НДФЛ,Ремонт,0.0,,мужской,1,высшее,другое,,64.0,36.0,Финансы,,,,,,,,,,,,,,,,,
1177,Форма банка (без печати работодателя),Ремонт,1.0,0.44,мужской,0,незаконченное высшее,специалист,>250,31.0,53.0,Другое,ООО,женат / замужем,1.0,0.0,1.0,1.0,0.6,3.0,2.0,56.0,5.0,2.0,0.0,2.0,26.0,0.0,0.0
1178,Поступление зарплаты на счет,Покупка недвижимости/ строительство,1.0,0.51,мужской,2,среднее,рабочий,>250,49.0,43.0,Другое,ОАО,холост / не замужем,0.0,0.12962962960000002,0.0,0.0,0.2,1.0,4.0,47.0,5.0,1.0,4.0,10.0,44.0,1.0,0.0
1179,Поступление зарплаты на счет,Отпуск,1.0,0.2,женский,1,высшее,специалист,>=50,,,,,,,,,,,,,,,,,,,,
1180,2НДФЛ,Ремонт,0.0,0.32,женский,2,высшее,специалист,>250,20.0,28.0,Финансы,,,,,,,,,,,,,,,,,
1181,Форма банка (без печати работодателя),Ремонт,1.0,0.16,женский,0,незаконченное высшее,вспомогательный персонал,>250,7.0,44.0,Производство,,,,,,,,,,,,,,,,,
1182,Поступление зарплаты на счет,Отпуск,1.0,0.11,мужской,1,среднее-специальное,рабочий,>250,6.0,46.0,Другое,ООО,женат / замужем,2.0,0.0816326531,0.0,1.0,0.1666666667,1.0,5.0,45.0,6.0,0.0,4.0,5.0,32.0,1.0,0.0
1183,2НДФЛ,Ремонт,1.0,0.59,женский,0,Высшее/Второе высшее/Ученая степень,специалист,>250,13.0,31.0,Другое,Иная форма,женат / замужем,0.0,0.0,0.0,0.0,0.14285714289999998,1.0,6.0,30.0,7.0,1.0,0.0,6.0,74.0,0.0,0.0
1184,Поступление зарплаты на счет,Ремонт,0.0,0.56,мужской,2,высшее,менеджер среднего звена,>=200,,,,,,,,,,,,,,,,,,,,
1185,2НДФЛ,Ремонт,1.0,0.4,мужской,0,среднее-специальное,вспомогательный персонал,>250,187.0,48.0,Производство,,,,,,,,,,,,,,,,,
1186,Форма банка (без печати работодателя),Ремонт,1.0,0.38,мужской,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,< 50,64.0,30.0,Строительство,,,,,,,,,,,,,,,,,
1187,Форма банка (без печати работодателя),Ремонт,0.0,0.2,мужской,0,высшее,вспомогательный персонал,>250,82.0,27.0,Государственная служба,,,,,,,,,,,,,,,,,
1188,Свободная форма с печатью работодателя,Ремонт,1.0,0.2,женский,1,высшее,вспомогательный персонал,< 50,35.0,34.0,Транспорт,,,,,,,,,,,,,,,,,
1189,Свободная форма с печатью работодателя,Ремонт,1.0,0.25,мужской,1,второе высшее,менеджер среднего звена,>=150,,,,,,,,,,,,,,,,,,,,
1190,Поступление зарплаты на счет,Покупка автомобиля,1.0,0.23,мужской,0,Высшее/Второе высшее/Ученая степень,рабочий,>250,65.0,25.0,Другое,ЗАО,женат / замужем,1.0,,,,,,,,,,,,,,
1191,2НДФЛ,Ремонт,1.0,0.18,женский,1,высшее,специалист,< 50,105.0,33.0,Другое,ЗАО,женат / замужем,3.0,0.0491803279,1.0,0.0,0.25,3.0,9.0,290.0,12.0,2.0,3.0,21.0,103.0,1.0,0.0
1192,Свободная форма с печатью работодателя,Ремонт,1.0,0.48,мужской,0,высшее,специалист,>250,32.0,32.0,Строительство,,,,,,,,,,,,,,,,,
1193,2НДФЛ,Ремонт,0.0,,женский,0,высшее,другое,,14.0,29.0,Финансы,,,,,,,,,,,,,,,,,
1194,Форма банка (без печати работодателя),Отпуск,0.0,0.52,женский,0,высшее,специалист,>250,40.0,32.0,Финансы,,,,,,,,,,,,,,,,,
1195,Поступление зарплаты на счет,Ремонт,0.0,0.1,женский,0,высшее,менеджер среднего звена,>250,126.0,37.0,Торговля,ООО,холост / не замужем,1.0,0.019047619,1.0,0.0,0.3333333333,1.0,2.0,103.0,3.0,0.0,0.0,14.0,80.0,1.0,0.0
1196,Свободная форма с печатью работодателя,Покупка недвижимости/ строительство,0.0,0.28,мужской,1,высшее,менеджер высшего звена,< 50,105.0,39.0,Строительство,,,,,,,,,,,,,,,,,
1197,Форма банка (без печати работодателя),Обучение,1.0,0.33,женский,0,Высшее/Второе высшее/Ученая степень,специалист,< 50,10.0,55.0,Торговля,ЗАО,холост / не замужем,2.0,0.0380952381,0.0,1.0,0.2727272727,3.0,8.0,101.0,11.0,1.0,2.0,2.0,54.0,1.0,0.0
1198,Форма банка (без печати работодателя),Ремонт,1.0,0.57,мужской,2,высшее,рабочий,>250,36.0,37.0,Другое,ООО,повторный брак,,,,,,,,,,,,,,,
1199,Форма банка (без печати работодателя),Ремонт,0.0,0.28,мужской,0,высшее,менеджер высшего звена,< 50,52.0,51.0,Торговля,ООО,холост / не замужем,1.0,0.082278481,1.0,0.0,0.4,3.0,2.0,145.0,5.0,3.0,1.0,36.0,85.0,1.0,0.0
1200,2НДФЛ,Ремонт,0.0,0.56,мужской,1,высшее,менеджер высшего звена,< 50,15.0,43.0,Торговля,ООО,женат / замужем,1.0,0.0,0.0,0.0,0.6666666667,4.0,2.0,77.0,6.0,0.0,0.0,9.0,34.0,0.0,0.0
1201,Поступление зарплаты на счет,Ремонт,1.0,0.2,женский,0,высшее,специалист,< 50,79.0,54.0,Другое,ЗАО,женат / замужем,0.0,0.0,1.0,0.0,0.5,1.0,1.0,41.0,2.0,0.0,0.0,18.0,28.0,0.0,0.0
1202,Свободная форма с печатью работодателя,Ремонт,0.0,0.24,женский,0,среднее-специальное,вспомогательный персонал,< 50,27.0,28.0,Наука,,,,,,,,,,,,,,,,,
1203,Форма банка (без печати работодателя),Покупка автомобиля,1.0,0.2,мужской,2,высшее,специалист,>250,33.0,43.0,Другое,Иная форма,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,1.0,22.0,22.0,0.0,0.0
1204,2НДФЛ,Покупка бытовой техники,0.0,0.35,мужской,0,высшее,менеджер среднего звена,>250,7.0,25.0,Финансы,,,,,,,,,,,,,,,,,
1205,Свободная форма с печатью работодателя,Ремонт,0.0,0.13,женский,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>250,94.0,34.0,Информационные технологии,ООО,женат / замужем,2.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,1.0,0.0,11.0,11.0,0.0,0.0
1206,Форма банка (без печати работодателя),Покупка недвижимости/ строительство,1.0,0.42,мужской,0,высшее,менеджер среднего звена,< 50,34.0,49.0,Строительство,,,,,,,,,,,,,,,,,
1207,Поступление зарплаты на счет,Ремонт,1.0,0.59,мужской,1,второе высшее,менеджер по продажам,>250,122.0,32.0,Производство,,,,,,,,,,,,,,,,,
1208,Поступление зарплаты на счет,Покупка автомобиля,1.0,0.43,мужской,1,Высшее/Второе высшее/Ученая степень,специалист,>250,22.0,29.0,Другое,ЗАО,женат / замужем,1.0,,,,,,,,,,,,,,
1209,2НДФЛ,Покупка недвижимости/ строительство,1.0,0.47,женский,0,высшее,вспомогательный персонал,>250,13.0,26.0,Торговля,ЗАО,холост / не замужем,2.0,0.0,0.0,2.0,0.6666666667,2.0,1.0,10.0,3.0,1.0,0.0,0.0,13.0,0.0,0.0
1210,2НДФЛ,Ремонт,0.0,0.22,мужской,0,высшее,специалист,>250,39.0,30.0,Финансы,,,,,,,,,,,,,,,,,
1211,Поступление зарплаты на счет,Покупка недвижимости/ строительство,1.0,0.17,мужской,1,среднее-специальное,рабочий,>250,40.0,36.0,Торговля,ЗАО,женат / замужем,1.0,0.14285714289999998,0.0,0.0,0.5,1.0,1.0,6.0,2.0,0.0,0.0,27.0,27.0,1.0,0.0
1212,Поступление зарплаты на счет,Обучение,1.0,0.4,мужской,0,второе высшее,специалист,>=50,,,,,,,,,,,,,,,,,,,,
1213,Форма банка (без печати работодателя),Ремонт,1.0,0.36,мужской,2,высшее,менеджер высшего звена,< 50,105.0,35.0,Информационные технологии,ЗАО,женат / замужем,1.0,0.0243902439,1.0,0.0,0.3333333333,2.0,4.0,120.0,6.0,1.0,1.0,10.0,108.0,1.0,0.0
1214,Форма банка (без печати работодателя),Ремонт,1.0,0.59,женский,0,Высшее/Второе высшее/Ученая степень,менеджер по продажам,>250,156.0,50.0,Торговля,Иная форма,женат / замужем,3.0,0.0,1.0,1.0,0.22222222219999999,2.0,7.0,155.0,9.0,2.0,1.0,0.0,97.0,0.0,0.0
1215,Поступление зарплаты на счет,Ремонт,1.0,0.12,мужской,0,высшее,специалист,>250,30.0,36.0,Информационные технологии,ООО,холост / не замужем,2.0,0.04395604400000002,1.0,0.0,0.0,0.0,5.0,87.0,5.0,0.0,2.0,19.0,73.0,1.0,0.0
1216,Форма банка (без печати работодателя),Ремонт,1.0,0.36,мужской,1,высшее,специалист,>250,104.0,43.0,Информационные технологии,ЗАО,разведен / разведена,2.0,0.2704081633,1.0,0.0,0.25,3.0,5.0,143.0,8.0,2.0,0.0,23.0,92.0,1.0,0.0
1217,Свободная форма с печатью работодателя,Покупка автомобиля,1.0,0.59,женский,0,высшее,вспомогательный персонал,>=50,,,,,,,,,,,,,,,,,,,,
